Country,Year,Age,Population,Sex
Romania,2020,20,96287,f
Romania,2020,21,97400,f
Romania,2020,22,98114,f
Romania,2020,23,97977,f
Romania,2020,24,97570,f
Romania,2020,25,97326,f
Romania,2020,26,96448,f
Romania,2020,27,98697,f
Romania,2020,28,105762,f
Romania,2020,29,115529,f
Romania,2020,30,125010,f
Romania,2020,31,135779,f
Romania,2020,32,140972,f
Romania,2020,33,137186,f
Romania,2020,34,128045.99999999999,f
Romania,2020,35,119862,f
Romania,2020,36,110514,f
Romania,2020,37,107056,f
Romania,2020,38,113359,f
Romania,2020,39,125647,f
Romania,2020,40,136623,f
Romania,2020,41,148164,f
Romania,2020,42,155756,f
Romania,2020,43,156553,f
Romania,2020,44,153033,f
Romania,2020,45,150066,f
Romania,2020,46,146130,f
Romania,2020,47,144536,f
Romania,2020,48,147244,f
Romania,2020,49,152184,f
Romania,2020,50,156347,f
Romania,2020,51,161552,f
Romania,2020,52,160786,f
Romania,2020,53,150646,f
Romania,2020,54,135093,f
Romania,2020,55,120633,f
Romania,2020,56,104936,f
Romania,2020,57,96912,f
Romania,2020,58,101324,f
Romania,2020,59,113566,f
Romania,2020,60,124261,f
Romania,2020,61,135268,f
Romania,2020,62,143378,f
Romania,2020,63,146041,f
Romania,2020,64,144937,f
Romania,2020,65,144523,f
Romania,2020,66,144187,f
Romania,2020,67,141849,f
Romania,2020,68,137012,f
Romania,2020,69,130394,f
Romania,2020,70,123485,f
Romania,2020,71,116314,f
Romania,2020,72,108669,f
Romania,2020,73,100704,f
Romania,2020,74,92767,f
Romania,2020,75,84564,f
Romania,2020,76,75560,f
Romania,2020,77,69817,f
Romania,2020,78,69138,f
Romania,2020,79,71498,f
Romania,2020,80,73396,f
Romania,2020,81,75932,f
Romania,2020,82,75241,f
Romania,2020,83,69174,f
Romania,2020,84,59717,f
Romania,2020,85,51033,f
Romania,2020,86,42319,f
Romania,2020,87,34613,f
Romania,2020,88,28859,f
Romania,2020,89,24472,f
Romania,2020,90,19220,f
Romania,2020,91,15032,f
Romania,2020,92,12492,f
Romania,2020,93,9359,f
Romania,2020,94,5631,f
Romania,2020,95,3463,f
Romania,2020,96,2917,f
Romania,2020,97,2275,f
Romania,2020,98,1537,f
Romania,2020,99,703,f
Romania,2020,100,675,f
Turkey,2020,0,614488,f
Turkey,2020,1,631791,f
Turkey,2020,2,645399,f
Turkey,2020,3,655692,f
Turkey,2020,4,663048,f
Turkey,2020,5,667847,f
Turkey,2020,6,670469,f
Turkey,2020,7,671294,f
Turkey,2020,8,670702,f
Turkey,2020,9,669071,f
Turkey,2020,10,666251,f
Turkey,2020,11,662093,f
Turkey,2020,12,659626,f
Turkey,2020,13,660290,f
Turkey,2020,14,662875,f
Turkey,2020,15,664545,f
Turkey,2020,16,665646,f
Turkey,2020,17,666727,f
Turkey,2020,18,667704,f
Turkey,2020,19,668326,f
Turkey,2020,20,668948,f
Turkey,2020,21,670127,f
Turkey,2020,22,668175,f
Turkey,2020,23,661490,f
Turkey,2020,24,652013,f
Turkey,2020,25,642994,f
Turkey,2020,26,633438,f
Turkey,2020,27,627220,f
Turkey,2020,28,626489,f
Turkey,2020,29,629332,f
Turkey,2020,30,631411,f
Turkey,2020,31,633259,f
Turkey,2020,32,635349,f
Turkey,2020,33,637371,f
Turkey,2020,34,639069,f
Turkey,2020,35,640626,f
Turkey,2020,36,642162,f
Turkey,2020,37,641343,f
Turkey,2020,38,637071,f
Turkey,2020,39,630298,f
Turkey,2020,40,623086,f
Turkey,2020,41,615043,f
Turkey,2020,42,606464,f
Turkey,2020,43,597709,f
Turkey,2020,44,588566,f
Turkey,2020,45,578693,f
Turkey,2020,46,568436,f
Turkey,2020,47,556856,f
Turkey,2020,48,543543,f
Turkey,2020,49,529155,f
Turkey,2020,50,514628.00000000006,f
Turkey,2020,51,499614,f
Turkey,2020,52,485952,f
Turkey,2020,53,474600,f
Turkey,2020,54,464697,f
Turkey,2020,55,454402,f
Turkey,2020,56,444063,f
Turkey,2020,57,433337,f
Turkey,2020,58,421861,f
Turkey,2020,59,409845,f
Turkey,2020,60,397769,f
Turkey,2020,61,385421,f
Turkey,2020,62,373051,f
Turkey,2020,63,360792,f
Turkey,2020,64,348396,f
Turkey,2020,65,335817,f
Turkey,2020,66,323464,f
Turkey,2020,67,309174,f
Turkey,2020,68,291997,f
Turkey,2020,69,273121,f
Turkey,2020,70,254559,f
Turkey,2020,71,235746,f
Turkey,2020,72,218927,f
Turkey,2020,73,205372,f
Turkey,2020,74,194010,f
Turkey,2020,75,182543,f
Turkey,2020,76,171478,f
Turkey,2020,77,160280,f
Turkey,2020,78,148466,f
Turkey,2020,79,136425,f
Turkey,2020,80,124961,f
Turkey,2020,81,113834,f
Turkey,2020,82,103434,f
Turkey,2020,83,94010,f
Turkey,2020,84,85287,f
Turkey,2020,85,76916,f
Turkey,2020,86,69176,f
Turkey,2020,87,60914,f
Turkey,2020,88,51588,f
Turkey,2020,89,41849,f
Turkey,2020,90,31283,f
Turkey,2020,91,23015,f
Turkey,2020,92,18970,f
Turkey,2020,93,14012,f
Turkey,2020,94,8141,f
Turkey,2020,95,4805,f
Turkey,2020,96,3994,f
Turkey,2020,97,3090,f
Turkey,2020,98,2092,f
Turkey,2020,99,1000.9999999999999,f
Turkey,2020,100,1143,f
Afghanistan,2020,0,597969,m
Afghanistan,2020,1,588234,m
Afghanistan,2020,2,580118,m
Afghanistan,2020,3,573366,m
Afghanistan,2020,4,567719,m
Afghanistan,2020,5,562922,m
Afghanistan,2020,6,558717,m
Afghanistan,2020,7,554848,m
Afghanistan,2020,8,551056,m
Afghanistan,2020,9,547087,m
Afghanistan,2020,10,543041,m
Afghanistan,2020,11,539021,m
Afghanistan,2020,12,532975,m
Afghanistan,2020,13,523928,m
Afghanistan,2020,14,512698.99999999994,m
Afghanistan,2020,15,501151,m
Afghanistan,2020,16,488989,m
Afghanistan,2020,17,476138,m
Afghanistan,2020,18,462774,m
Afghanistan,2020,19,448889,m
Afghanistan,2020,20,434526,m
Afghanistan,2020,21,419948,m
Afghanistan,2020,22,404459,m
Afghanistan,2020,23,387808,m
Afghanistan,2020,24,370538,m
Afghanistan,2020,25,353421,m
Afghanistan,2020,26,336278,m
Afghanistan,2020,27,320411,m
Afghanistan,2020,28,306539,m
Afghanistan,2020,29,294147,m
Afghanistan,2020,30,281915,m
Afghanistan,2020,31,270012,m
Afghanistan,2020,32,258949,m
Afghanistan,2020,33,248819,m
Afghanistan,2020,34,239426,m
Afghanistan,2020,35,230451,m
Afghanistan,2020,36,221915,m
Afghanistan,2020,37,213569,m
Afghanistan,2020,38,205242,m
Afghanistan,2020,39,196990,m
Afghanistan,2020,40,189095,m
Afghanistan,2020,41,181565,m
Afghanistan,2020,42,173880,m
Afghanistan,2020,43,165832,m
Afghanistan,2020,44,157648,m
Afghanistan,2020,45,149748,m
Afghanistan,2020,46,142024,m
Afghanistan,2020,47,134809,m
Afghanistan,2020,48,128304,m
Afghanistan,2020,49,122341,m
Afghanistan,2020,50,116523,m
Afghanistan,2020,51,110894,m
Afghanistan,2020,52,105556,m
Afghanistan,2020,53,100510,m
Afghanistan,2020,54,95705,m
Afghanistan,2020,55,91101,m
Afghanistan,2020,56,86716,m
Afghanistan,2020,57,82338,m
Afghanistan,2020,58,77859,m
Afghanistan,2020,59,73365,m
Afghanistan,2020,60,69045,m
Afghanistan,2020,61,64854,m
Afghanistan,2020,62,60829,m
Afghanistan,2020,63,57004,m
Afghanistan,2020,64,53349,m
Afghanistan,2020,65,49794,m
Afghanistan,2020,66,46350,m
Afghanistan,2020,67,43020,m
Afghanistan,2020,68,39796,m
Afghanistan,2020,69,36677,m
Afghanistan,2020,70,33683,m
Afghanistan,2020,71,30822,m
Afghanistan,2020,72,28016,m
Afghanistan,2020,73,25229,m
Afghanistan,2020,74,22504,m
Afghanistan,2020,75,19920,m
Afghanistan,2020,76,17464,m
Afghanistan,2020,77,15183,m
Afghanistan,2020,78,13108,m
Afghanistan,2020,79,11222,m
Afghanistan,2020,80,9465,m
Afghanistan,2020,81,7837,m
Afghanistan,2020,82,6409,m
Afghanistan,2020,83,5207,m
Afghanistan,2020,84,4197,m
Afghanistan,2020,85,3307,m
Afghanistan,2020,86,2535,m
Afghanistan,2020,87,1903,m
Afghanistan,2020,88,1409,m
Afghanistan,2020,89,1031,m
Afghanistan,2020,90,703,m
Afghanistan,2020,91,514,m
Afghanistan,2020,92,406,m
Afghanistan,2020,93,283,m
Afghanistan,2020,94,147,m
Afghanistan,2020,95,71,m
Afghanistan,2020,96,58,m
Afghanistan,2020,97,44,m
Afghanistan,2020,98,29,m
Afghanistan,2020,99,13,m
Afghanistan,2020,100,11,m
Argentina,2020,0,377382,m
Argentina,2020,1,379999,m
Argentina,2020,2,381594,m
Argentina,2020,3,382281,m
Argentina,2020,4,382170,m
Argentina,2020,5,381374,m
Argentina,2020,6,380005,m
Argentina,2020,7,378174,m
Argentina,2020,8,375996,m
Argentina,2020,9,373580,m
Argentina,2020,10,370876,m
Argentina,2020,11,367833,m
Argentina,2020,12,365379,m
Argentina,2020,13,363954,m
Argentina,2020,14,363179,m
Argentina,2020,15,362325,m
Argentina,2020,16,361645,m
Argentina,2020,17,360554,m
Argentina,2020,18,358721,m
Argentina,2020,19,356515,m
Argentina,2020,20,354345,m
Argentina,2020,21,351787,m
Argentina,2020,22,350657,m
Argentina,2020,23,351792,m
Argentina,2020,24,354157,m
Argentina,2020,25,356105,m
Argentina,2020,26,358229,m
Argentina,2020,27,358092,m
Argentina,2020,28,354401,m
Argentina,2020,29,348383,m
Argentina,2020,30,342672,m
Argentina,2020,31,336871,m
Argentina,2020,32,331245,m
Argentina,2020,33,326233,m
Argentina,2020,34,321723,m
Argentina,2020,35,316713,m
Argentina,2020,36,310857,m
Argentina,2020,37,307194,m
Argentina,2020,38,306960,m
Argentina,2020,39,308573,m
Argentina,2020,40,309651,m
Argentina,2020,41,311195,m
Argentina,2020,42,308857,m
Argentina,2020,43,300403,m
Argentina,2020,44,288050,m
Argentina,2020,45,276270,m
Argentina,2020,46,264185,m
Argentina,2020,47,253449,m
Argentina,2020,48,245338,m
Argentina,2020,49,239027,m
Argentina,2020,50,232248,m
Argentina,2020,51,225262,m
Argentina,2020,52,219388,m
Argentina,2020,53,214997,m
Argentina,2020,54,211574,m
Argentina,2020,55,208266,m
Argentina,2020,56,205286,m
Argentina,2020,57,201671,m
Argentina,2020,58,196868,m
Argentina,2020,59,191302,m
Argentina,2020,60,185902,m
Argentina,2020,61,180424,m
Argentina,2020,62,175121,m
Argentina,2020,63,170193,m
Argentina,2020,64,165425,m
Argentina,2020,65,160417,m
Argentina,2020,66,155267,m
Argentina,2020,67,149690,m
Argentina,2020,68,143509,m
Argentina,2020,69,136868,m
Argentina,2020,70,130184,m
Argentina,2020,71,123491,m
Argentina,2020,72,116322,m
Argentina,2020,73,108521,m
Argentina,2020,74,100358,m
Argentina,2020,75,92262,m
Argentina,2020,76,84162,m
Argentina,2020,77,76512,m
Argentina,2020,78,69585,m
Argentina,2020,79,63217,m
Argentina,2020,80,56966,m
Argentina,2020,81,50914,m
Argentina,2020,82,45240,m
Argentina,2020,83,39988,m
Argentina,2020,84,35120,m
Argentina,2020,85,30565,m
Argentina,2020,86,26344,m
Argentina,2020,87,22411,m
Argentina,2020,88,18735,m
Argentina,2020,89,15350,m
Argentina,2020,90,11884,m
Argentina,2020,91,9289,m
Argentina,2020,92,7716,m
Argentina,2020,93,5815,m
Argentina,2020,94,3586,m
Argentina,2020,95,2284,m
Argentina,2020,96,1922,m
Argentina,2020,97,1508,m
Argentina,2020,98,1044,m
Argentina,2020,99,528,m
Argentina,2020,100,695,m
Brazil,2020,0,1468300,m
Brazil,2020,1,1477111,m
Brazil,2020,2,1483127,m
Brazil,2020,3,1486945,m
Brazil,2020,4,1489163,m
Brazil,2020,5,1490377,m
Brazil,2020,6,1491184,m
Brazil,2020,7,1492181,m
Brazil,2020,8,1493965,m
Brazil,2020,9,1497133,m
Brazil,2020,10,1500614,m
Brazil,2020,11,1503337,m
Brazil,2020,12,1514237,m
Brazil,2020,13,1537244,m
Brazil,2020,14,1567954,m
Brazil,2020,15,1597412,m
Brazil,2020,16,1626668,m
Brazil,2020,17,1654054,m
Brazil,2020,18,1677596,m
Brazil,2020,19,1697580,m
Brazil,2020,20,1717508,m
Brazil,2020,21,1738162,m
Brazil,2020,22,1749200,m
Brazil,2020,23,1746295,m
Brazil,2020,24,1734392,m
Brazil,2020,25,1722437,m
Brazil,2020,26,1708247,m
Brazil,2020,27,1699028,m
Brazil,2020,28,1699147,m
Brazil,2020,29,1705145,m
Brazil,2020,30,1707768,m
Brazil,2020,31,1707145,m
Brazil,2020,32,1710041,m
Brazil,2020,33,1718338,m
Brazil,2020,34,1728392,m
Brazil,2020,35,1735985,m
Brazil,2020,36,1743532,m
Brazil,2020,37,1736998,m
Brazil,2020,38,1709470,m
Brazil,2020,39,1667737,m
Brazil,2020,40,1626345,m
Brazil,2020,41,1583396,m
Brazil,2020,42,1539789,m
Brazil,2020,43,1497765,m
Brazil,2020,44,1457233,m
Brazil,2020,45,1414990,m
Brazil,2020,46,1370631,m
Brazil,2020,47,1334023,m
Brazil,2020,48,1309432,m
Brazil,2020,49,1292563,m
Brazil,2020,50,1274360,m
Brazil,2020,51,1256037,m
Brazil,2020,52,1236572,m
Brazil,2020,53,1214349,m
Brazil,2020,54,1189615,m
Brazil,2020,55,1165002,m
Brazil,2020,56,1140904,m
Brazil,2020,57,1110129,m
Brazil,2020,58,1069652,m
Brazil,2020,59,1022769,m
Brazil,2020,60,975685,m
Brazil,2020,61,927025,m
Brazil,2020,62,880687,m
Brazil,2020,63,839198,m
Brazil,2020,64,800685,m
Brazil,2020,65,761050,m
Brazil,2020,66,721472,m
Brazil,2020,67,680657,m
Brazil,2020,68,637670,m
Brazil,2020,69,593633,m
Brazil,2020,70,550826,m
Brazil,2020,71,509060,m
Brazil,2020,72,468605,m
Brazil,2020,73,429915,m
Brazil,2020,74,393058,m
Brazil,2020,75,357249,m
Brazil,2020,76,322163,m
Brazil,2020,77,291211,m
Brazil,2020,78,265857,m
Brazil,2020,79,244459,m
Brazil,2020,80,224185,m
Brazil,2020,81,205940,m
Brazil,2020,82,186539,m
Brazil,2020,83,164219,m
Brazil,2020,84,140625,m
Brazil,2020,85,119004,m
Brazil,2020,86,98521,m
Brazil,2020,87,80960,m
Brazil,2020,88,67478,m
Brazil,2020,89,57044,m
Brazil,2020,90,46541,m
Brazil,2020,91,39099,m
Brazil,2020,92,32980,m
Brazil,2020,93,25556,m
Brazil,2020,94,16825,m
Brazil,2020,95,11431,m
Brazil,2020,96,9702,m
Brazil,2020,97,7758,m
Brazil,2020,98,5601,m
Brazil,2020,99,3230,m
Brazil,2020,100,5675,m
Colombia,2020,0,384117,m
Colombia,2020,1,381339,m
Colombia,2020,2,379162,m
Colombia,2020,3,377608,m
Colombia,2020,4,376696,m
Colombia,2020,5,376446,m
Colombia,2020,6,376879,m
Colombia,2020,7,378014,m
Colombia,2020,8,379872,m
Colombia,2020,9,382473,m
Colombia,2020,10,385479,m
Colombia,2020,11,388551,m
Colombia,2020,12,393502,m
Colombia,2020,13,401066,m
Colombia,2020,14,410190,m
Colombia,2020,15,419110,m
Colombia,2020,16,428213,m
Colombia,2020,17,435691,m
Colombia,2020,18,440478,m
Colombia,2020,19,443330,m
Colombia,2020,20,445913,m
Colombia,2020,21,447702,m
Colombia,2020,22,449295,m
Colombia,2020,23,451094,m
Colombia,2020,24,452564,m
Colombia,2020,25,453109,m
Colombia,2020,26,453255,m
Colombia,2020,27,450532,m
Colombia,2020,28,443778,m
Colombia,2020,29,434334,m
Colombia,2020,30,424633,m
Colombia,2020,31,414107,m
Colombia,2020,32,404628,m
Colombia,2020,33,397350,m
Colombia,2020,34,391393,m
Colombia,2020,35,384721,m
Colombia,2020,36,377736,m
Colombia,2020,37,370465,m
Colombia,2020,38,362716,m
Colombia,2020,39,354610,m
Colombia,2020,40,346777,m
Colombia,2020,41,339470,m
Colombia,2020,42,331022,m
Colombia,2020,43,320789,m
Colombia,2020,44,309728,m
Colombia,2020,45,299030,m
Colombia,2020,46,287970,m
Colombia,2020,47,280158,m
Colombia,2020,48,277358,m
Colombia,2020,49,277715,m
Colombia,2020,50,277499,m
Colombia,2020,51,277320,m
Colombia,2020,52,276028,m
Colombia,2020,53,272630,m
Colombia,2020,54,267598,m
Colombia,2020,55,262795,m
Colombia,2020,56,258326.00000000003,m
Colombia,2020,57,251222,m
Colombia,2020,58,240343,m
Colombia,2020,59,227112,m
Colombia,2020,60,213859,m
Colombia,2020,61,199837,m
Colombia,2020,62,188094,m
Colombia,2020,63,180293,m
Colombia,2020,64,174936,m
Colombia,2020,65,169006,m
Colombia,2020,66,163281,m
Colombia,2020,67,156262,m
Colombia,2020,68,146956,m
Colombia,2020,69,136266,m
Colombia,2020,70,126127,m
Colombia,2020,71,116190,m
Colombia,2020,72,106783,m
Colombia,2020,73,98277,m
Colombia,2020,74,90479,m
Colombia,2020,75,82764,m
Colombia,2020,76,75177,m
Colombia,2020,77,68364,m
Colombia,2020,78,62558,m
Colombia,2020,79,57493,m
Colombia,2020,80,52697,m
Colombia,2020,81,48298,m
Colombia,2020,82,43857,m
Colombia,2020,83,39118,m
Colombia,2020,84,34299,m
Colombia,2020,85,29861,m
Colombia,2020,86,25702,m
Colombia,2020,87,21943,m
Colombia,2020,88,18689,m
Colombia,2020,89,15852,m
Colombia,2020,90,12983,m
Colombia,2020,91,10845,m
Colombia,2020,92,9220,m
Colombia,2020,93,7244,m
Colombia,2020,94,4916,m
Colombia,2020,95,3506,m
Colombia,2020,96,3031,m
Colombia,2020,97,2443,m
Colombia,2020,98,1742,m
Colombia,2020,99,928,m
Colombia,2020,100,1347,m
India,2020,0,12638285,m
India,2020,1,12342831,m
India,2020,2,12152798,m
India,2020,3,12055649,m
India,2020,4,12038851,m
India,2020,5,12089870,m
India,2020,6,12196171,m
India,2020,7,12345220,m
India,2020,8,12524483,m
India,2020,9,12721425,m
India,2020,10,12939060,m
India,2020,11,13180404,m
India,2020,12,13355178,m
India,2020,13,13419751,m
India,2020,14,13408235,m
India,2020,15,13400215,m
India,2020,16,13381987,m
India,2020,17,13346872,m
India,2020,18,13300227,m
India,2020,19,13241554,m
India,2020,20,13166089,m
India,2020,21,13076095,m
India,2020,22,12978336,m
India,2020,23,12876152,m
India,2020,24,12769139,m
India,2020,25,12651343,m
India,2020,26,12521309,m
India,2020,27,12397375,m
India,2020,28,12287233,m
India,2020,29,12182079,m
India,2020,30,12064193,m
India,2020,31,11935649,m
India,2020,32,11792635,m
India,2020,33,11630982,m
India,2020,34,11451429,m
India,2020,35,11265233,m
India,2020,36,11077765,m
India,2020,37,10848941,m
India,2020,38,10562383,m
India,2020,39,10239596,m
India,2020,40,9916590,m
India,2020,41,9583923,m
India,2020,42,9281467,m
India,2020,43,9032012,m
India,2020,44,8817251,m
India,2020,45,8596377,m
India,2020,46,8377900,m
India,2020,47,8157384,m
India,2020,48,7928648,m
India,2020,49,7696296,m
India,2020,50,7469666,m
India,2020,51,7245152,m
India,2020,52,7029572,m
India,2020,53,6826690,m
India,2020,54,6631583,m
India,2020,55,6436099,m
India,2020,56,6242506,m
India,2020,57,6041197,m
India,2020,58,5826766,m
India,2020,59,5603704,m
India,2020,60,5378797,m
India,2020,61,5146959,m
India,2020,62,4924942,m
India,2020,63,4720557,m
India,2020,64,4523417,m
India,2020,65,4323302,m
India,2020,66,4131837.0000000005,m
India,2020,67,3894098,m
India,2020,68,3584797,m
India,2020,69,3234095,m
India,2020,70,2894822,m
India,2020,71,2553257,m
India,2020,72,2259341,m
India,2020,73,2042275,m
India,2020,74,1878213,m
India,2020,75,1713535,m
India,2020,76,1558279,m
India,2020,77,1410152,m
India,2020,78,1262418,m
India,2020,79,1118615,m
India,2020,80,989243,m
India,2020,81,872474,m
India,2020,82,761684,m
India,2020,83,654704,m
India,2020,84,553358,m
India,2020,85,461124,m
India,2020,86,376684,m
India,2020,87,303194,m
India,2020,88,242372,m
India,2020,89,192210,m
India,2020,90,141888,m
India,2020,91,104795,m
India,2020,92,85308,m
India,2020,93,64081.99999999999,m
India,2020,94,41115,m
India,2020,95,28091,m
India,2020,96,23385,m
India,2020,97,18537,m
India,2020,98,13549,m
India,2020,99,8419,m
India,2020,100,17241,m
Ireland,2020,0,29277,m
Ireland,2020,1,31012,m
Ireland,2020,2,32527,m
Ireland,2020,3,33827,m
Ireland,2020,4,34917,m
Ireland,2020,5,35801,m
Ireland,2020,6,36482,m
Ireland,2020,7,36967,m
Ireland,2020,8,37258,m
Ireland,2020,9,37361,m
Ireland,2020,10,37327,m
Ireland,2020,11,37208,m
Ireland,2020,12,36771,m
Ireland,2020,13,35927,m
Ireland,2020,14,34822,m
Ireland,2020,15,33685,m
Ireland,2020,16,32463,m
Ireland,2020,17,31453,m
Ireland,2020,18,30823,m
Ireland,2020,19,30450,m
Ireland,2020,20,30060,m
Ireland,2020,21,29733,m
Ireland,2020,22,29386,m
Ireland,2020,23,28960,m
Ireland,2020,24,28527,m
Ireland,2020,25,28221,m
Ireland,2020,26,28011,m
Ireland,2020,27,28000,m
Ireland,2020,28,28250,m
Ireland,2020,29,28716,m
Ireland,2020,30,29220,m
Ireland,2020,31,29712,m
Ireland,2020,32,30561,m
Ireland,2020,33,31905,m
Ireland,2020,34,33533,m
Ireland,2020,35,35113,m
Ireland,2020,36,36729,m
Ireland,2020,37,37944,m
Ireland,2020,38,38513,m
Ireland,2020,39,38626,m
Ireland,2020,40,38719,m
Ireland,2020,41,38707,m
Ireland,2020,42,38593,m
Ireland,2020,43,38423,m
Ireland,2020,44,38168,m
Ireland,2020,45,37801,m
Ireland,2020,46,37385,m
Ireland,2020,47,36699,m
Ireland,2020,48,35651,m
Ireland,2020,49,34383,m
Ireland,2020,50,33095,m
Ireland,2020,51,31705,m
Ireland,2020,52,30632,m
Ireland,2020,53,30090,m
Ireland,2020,54,29877,m
Ireland,2020,55,29606,m
Ireland,2020,56,29388,m
Ireland,2020,57,28949,m
Ireland,2020,58,28122,m
Ireland,2020,59,27067,m
Ireland,2020,60,26079,m
Ireland,2020,61,25062,m
Ireland,2020,62,24278,m
Ireland,2020,63,23873,m
Ireland,2020,64,23701,m
Ireland,2020,65,23455,m
Ireland,2020,66,23185,m
Ireland,2020,67,22821,m
Ireland,2020,68,22294,m
Ireland,2020,69,21634,m
Ireland,2020,70,20974,m
Ireland,2020,71,20330,m
Ireland,2020,72,19447,m
Ireland,2020,73,18225,m
Ireland,2020,74,16788,m
Ireland,2020,75,15356,m
Ireland,2020,76,13877,m
Ireland,2020,77,12549,m
Ireland,2020,78,11490,m
Ireland,2020,79,10611,m
Ireland,2020,80,9711,m
Ireland,2020,81,8837,m
Ireland,2020,82,7958,m
Ireland,2020,83,7038,m
Ireland,2020,84,6112,m
Ireland,2020,85,5250,m
Ireland,2020,86,4437,m
Ireland,2020,87,3699,m
Ireland,2020,88,3057,m
Ireland,2020,89,2497,m
Ireland,2020,90,1911,m
Ireland,2020,91,1454,m
Ireland,2020,92,1202,m
Ireland,2020,93,918,m
Ireland,2020,94,601,m
Ireland,2020,95,424,m
Ireland,2020,96,363,m
Ireland,2020,97,289,m
Ireland,2020,98,202,m
Ireland,2020,99,100,m
Ireland,2020,100,122,m
Japan,2020,0,446371,m
Japan,2020,1,472419,m
Japan,2020,2,494439,m
Japan,2020,3,512785.99999999994,m
Japan,2020,4,527819,m
Japan,2020,5,539892,m
Japan,2020,6,549362,m
Japan,2020,7,556586,m
Japan,2020,8,561921,m
Japan,2020,9,565721,m
Japan,2020,10,568136,m
Japan,2020,11,569313,m
Japan,2020,12,570652,m
Japan,2020,13,572924,m
Japan,2020,14,575863,m
Japan,2020,15,578181,m
Japan,2020,16,579845,m
Japan,2020,17,583164,m
Japan,2020,18,589067,m
Japan,2020,19,596530,m
Japan,2020,20,604114,m
Japan,2020,21,612722,m
Japan,2020,22,618723,m
Japan,2020,23,620360,m
Japan,2020,24,619661,m
Japan,2020,25,620197,m
Japan,2020,26,621005,m
Japan,2020,27,625446,m
Japan,2020,28,635472,m
Japan,2020,29,649436,m
Japan,2020,30,663461,m
Japan,2020,31,677992,m
Japan,2020,32,693884,m
Japan,2020,33,711065,m
Japan,2020,34,729124,m
Japan,2020,35,748434,m
Japan,2020,36,769775,m
Japan,2020,37,787999,m
Japan,2020,38,800852,m
Japan,2020,39,811025,m
Japan,2020,40,820424,m
Japan,2020,41,825025,m
Japan,2020,42,843302,m
Japan,2020,43,883466,m
Japan,2020,44,934982,m
Japan,2020,45,982027,m
Japan,2020,46,1031279,m
Japan,2020,47,1053635,m
Japan,2020,48,1034132.0000000001,m
Japan,2020,49,987624,m
Japan,2020,50,943678,m
Japan,2020,51,896084,m
Japan,2020,52,857674,m
Japan,2020,53,837722,m
Japan,2020,54,829634,m
Japan,2020,55,818219,m
Japan,2020,56,807331,m
Japan,2020,57,795264,m
Japan,2020,58,779918,m
Japan,2020,59,763825,m
Japan,2020,60,750434,m
Japan,2020,61,737634,m
Japan,2020,62,734492,m
Japan,2020,63,745411,m
Japan,2020,64,765483,m
Japan,2020,65,783440,m
Japan,2020,66,799188,m
Japan,2020,67,817269,m
Japan,2020,68,838043,m
Japan,2020,69,858010,m
Japan,2020,70,875820,m
Japan,2020,71,894755,m
Japan,2020,72,891302,m
Japan,2020,73,854573,m
Japan,2020,74,796012,m
Japan,2020,75,737664,m
Japan,2020,76,674780,m
Japan,2020,77,619373,m
Japan,2020,78,579539,m
Japan,2020,79,549408,m
Japan,2020,80,515198.99999999994,m
Japan,2020,81,479892,m
Japan,2020,82,443652,m
Japan,2020,83,405260,m
Japan,2020,84,365838,m
Japan,2020,85,328126,m
Japan,2020,86,292050,m
Japan,2020,87,256278.00000000003,m
Japan,2020,88,220577,m
Japan,2020,89,185762,m
Japan,2020,90,148677,m
Japan,2020,91,120394,m
Japan,2020,92,101566,m
Japan,2020,93,77325,m
Japan,2020,94,47670,m
Japan,2020,95,29833,m
Japan,2020,96,25083,m
Japan,2020,97,19706,m
Japan,2020,98,13702,m
Japan,2020,99,7070,m
Japan,2020,100,9772,m
Jordan,2020,0,101519,m
Jordan,2020,1,105620,m
Jordan,2020,2,109099,m
Jordan,2020,3,111982,m
Jordan,2020,4,114298,m
Jordan,2020,5,116074,m
Jordan,2020,6,117337,m
Jordan,2020,7,118114,m
Jordan,2020,8,118434,m
Jordan,2020,9,118322,m
Jordan,2020,10,117845,m
Jordan,2020,11,117068,m
Jordan,2020,12,115829,m
Jordan,2020,13,114078,m
Jordan,2020,14,111959,m
Jordan,2020,15,109676,m
Jordan,2020,16,107210,m
Jordan,2020,17,104828,m
Jordan,2020,18,102691,m
Jordan,2020,19,100720,m
Jordan,2020,20,98654,m
Jordan,2020,21,96519,m
Jordan,2020,22,94577,m
Jordan,2020,23,92924,m
Jordan,2020,24,91460,m
Jordan,2020,25,90009,m
Jordan,2020,26,88633,m
Jordan,2020,27,87130,m
Jordan,2020,28,85390,m
Jordan,2020,29,83523,m
Jordan,2020,30,81695,m
Jordan,2020,31,79809,m
Jordan,2020,32,78219,m
Jordan,2020,33,77098,m
Jordan,2020,34,76241,m
Jordan,2020,35,75336,m
Jordan,2020,36,74520,m
Jordan,2020,37,73238,m
Jordan,2020,38,71205,m
Jordan,2020,39,68714,m
Jordan,2020,40,66286,m
Jordan,2020,41,63749,m
Jordan,2020,42,61646,m
Jordan,2020,43,60278,m
Jordan,2020,44,59348,m
Jordan,2020,45,58276,m
Jordan,2020,46,57194,m
Jordan,2020,47,55808,m
Jordan,2020,48,53919,m
Jordan,2020,49,51682,m
