Country,Sex,Age,Date,CumEpi,CumExc,CumPos,Exposure
Mexico,m,0,2020-07-12,0,-2160.139694112546,0,2157867.259598928
Mexico,m,0,2020-07-19,0,-2284.1676908137015,0,2265607.8861176455
Mexico,m,0,2020-07-26,0,-2359.048490700009,0,2373333.9714759355
Mexico,m,0,2020-08-02,0,-2466.7923555758753,0,2481045.515673798
Mexico,m,0,2020-08-09,0,-2595.397426629827,0,2588742.5187112326
Mexico,m,0,2020-08-16,0,-2710.8496450136354,0,2696424.98058824
Mexico,m,0,2020-08-23,0,-2837.122854647033,0,2804092.90130482
Mexico,m,0,2020-08-30,0,-2954.1790916592577,0,2911746.2808609726
Mexico,m,0,2020-09-06,0,-3080.9690616177295,0,3019385.119256697
Mexico,m,0,2020-09-13,0,-3187.4328020888433,0,3127009.4164919946
Mexico,m,0,2020-09-20,0,-3304.500524224376,0,3234619.172566864
Mexico,m,0,2020-09-27,0,-3430.0936230902194,0,3342214.3874813067
Mexico,m,0,2020-10-04,0,-3538.125842490624,0,3449795.061235321
Mexico,m,0,2020-10-11,0,-3653.504576239979,0,3557361.1938289087
Mexico,m,0,2020-10-18,0,-3779.132284347294,0,3664912.7852620683
Mexico,m,0,2020-10-25,0,-3904.907999551851,0,3772449.8355348003
Mexico,m,0,2020-11-01,0,-4045.7288972131355,0,3879972.3446471053
Mexico,m,0,2020-11-08,0,-4185.491899822477,0,3987480.3125989824
Mexico,m,0,2020-11-15,0,-4334.095286446305,0,4094973.739390432
Mexico,m,0,2020-11-22,0,-4458.4402772754,0,4202452.625021454
Mexico,m,0,2020-11-29,0,-4589.432564146841,0,4309916.969492049
Mexico,m,0,2020-12-06,0,-4719.983759393677,0,4417366.772802216
Mexico,m,0,2020-12-13,0,-4853.012737593388,0,4524802.034951955
Mexico,m,0,2020-12-20,0,-4990.446847630613,0,4632222.755941267
Mexico,m,0,2020-12-27,0,-5102.222975837542,0,4739628.935770152
Mexico,m,0,2021-01-03,0,-5261.288444684774,0,4847020.574438609
Mexico,m,0,2021-01-10,0,-5552.601735415577,0,4954397.671946638
Mexico,m,0,2021-01-17,0,-5843.133026996645,0,5061760.22829424
Mexico,m,0,2021-01-24,0,-6132.864547656132,0,5169108.243481415
Mexico,m,0,2021-01-31,0,-6421.79073896828,0,5276441.717508162
Mexico,m,0,2021-02-07,0,-6709.918235817584,0,5383760.650374481
Mexico,m,0,2021-02-14,0,-6997.265668554156,0,5491065.0420803735
Mexico,m,0,2021-02-21,0,-7283.863296182714,0,5598354.892625838
Mexico,m,0,2021-02-28,0,-7569.752481485536,0,5705630.202010875
Mexico,m,0,2021-03-14,0,-7854.9462165060195,0,5812876.429075057
Mexico,m,0,2021-03-21,0,-8139.544807760332,0,5920108.114978811
Mexico,m,10,2020-03-01,0,-7.464063944295923,0,109504.96691970435
Mexico,m,10,2020-03-08,0,-29.041023243303812,0,219008.1775120106
Mexico,m,10,2020-03-15,0,-43.73120186843905,0,328509.65600256494
Mexico,m,10,2020-03-22,0,-67.53492416589125,0,438009.42506129586
Mexico,m,10,2020-03-29,0,-81.45251485299389,0,547507.5058024145
Mexico,m,10,2020-04-05,0,-102.48429901455705,0,657003.917784414
Mexico,m,10,2020-04-12,0,-117.63060209916358,0,766498.6790100704
Mexico,m,10,2020-04-19,0,-136.8917499154271,0,875991.8059264418
Mexico,m,10,2020-04-26,0,-158.26806862821354,0,985483.3134248685
Mexico,m,10,2020-05-03,0,-175.7598847548241,0,1094973.2148409737
Mexico,m,10,2020-05-10,0,-185.3675251611407,0,1204461.5219546626
Mexico,m,10,2020-05-17,0,-206.091317057733,0,1313948.2449901232
